Site_Year,SiteID,Year,Abutilon theophrasti,Acalypha rhomboidea,Acalypha virginica,Acer negundo,Acer rubrum,Acer saccharinum,Acer saccharum,Achillea millefolium,Acorus americanus,Acorus calamus,Ageratina altissima,Agrimonia parviflora,Agrostis gigantea,Agrostis hyemalis,Alisma triviale,Alliaria petiolata,Allium mutablile,Allium vineale,Alopecurus carolinianus,Amaranthus rudis,Amaranthus tuberculatus,Ambrosia artemisiifolia,Ambrosia trifida,Ammannia coccinea,Ampelamus albidus,Amphicarpaea bracteata,Andropogon gerardii,Anemone canadensis,Angelica atropurpurea,Antenoron virginianum,Apios americana,Apocynum cannabinum,Apocynum sibiricum,Arctium minus,Arnoglossum plantaginea,Asclepias incarnata,Asclepias syriaca,Aster drummondii,Aster firmus,Aster lanceolatus,Aster lateriflorus,Aster novae-angliae,Aster ontarionis,Aster pilosus,Aster praealtus,Aster puniceus,Azolla mexicana,Barbarea vulgaris,Bidens aristosa,Bidens cernua,Bidens comosa,Bidens coronata,Bidens frondosa,Boehmeria cylindrica,Bolboschoenus fluviatilis,Boltonia asteroides,Bromus commutatus,Bromus inermis,Calamagrostis canadensis,Calamagrostis inexpansia,Calystegia sepium,Campanula aparinoides,Campanulastrum americanum,Campsis radicans,Cardamine parviflora,Carex alopecoidea,Carex annectens,Carex atherodes,Carex blanda,Carex brachyglossa,Carex cephalophora,Carex comosa,Carex conjuncta,Carex cristatella,Carex davisii,Carex frankii,Carex granularis,Carex grayi,Carex grisea,Carex haydenii,Carex hyalinolepis,Carex jamesii,Carex lacustris,Carex lupuliformis,Carex lupulina,Carex lurida,Carex molesta,Carex muskingumensis,Carex normalis,Carex pellita,Carex radiata,Carex scoparia,Carex shortiana,Carex sparganioides,Carex stipata,Carex stricta,Carex suberecta,Carex tribuloides,Carex trichocarpa,Carex vesicaria,Carex vulpinoidea,Carya cordiformis,Carya illinoensis,Cephalanthus occidentalis,Ceratophyllum demersum,Chamaechrista fasciculata,Chamaesyce humistrata,Chamaesyce maculata,Chamaesyce nutans,Chasmanthium latifolium,Chelone glabra,Chenopodium album,Cicuta bulbifera,Cinna arundinacea,Circaea lutetiana,Cirsium altissimum,Cirsium arvense,Cirsium discolor,Conium maculatum,Conoclinium coelestinum,Convolvulus arvensis,Conyza canadensis,Coreopsis tripteris,Cornus drummondii,Cornus obliqua,Cornus racemosa,Cornus rugosa,Cryptotaenia canadensis,Cuscuta polygonorum,Cyperus erythrorhizos,Cyperus esculentus,Cyperus odoratus,Cyperus squarrosus,Cyperus strigosus,Dactylis glomerata,Daucus carota,Desmodium illinoense,Digitaria sanguinalis,Diodia teres,Diospyros virginiana,Echinochloa colonum,Echinochloa crus-galli,Echinodorus berteroi,Eleocharis erythropoda,Eleocharis macrostachya,Eleocharis ovata,Eleocharis palustris,Elodea canadensis,Elymus canadensis,Elymus virginicus,Elytrigia repens,Epilobium coloratum,Equisetum arvense,Eragrostis pectinacea,Erechtites hieracifolia,Erigeron annuus,Erigeron strigosus,Eryngium yuccifolium,Eupatoriadelphus fistulosus,Eupatoriadelphus maculatus,Eupatorium altissimum,Eupatorium perfoliatum,Eupatorium serotinum,Euthamia graminifolia,Fallopia scandens,Festuca arundinacea,Festuca subverticillata,Fragaria virginiana,Frangula alnus,Fraxinus lanceolata,Galium aparine,Galium obtusum,Galium tinctorium,Galium triflorum,Geum canadense,Geum laciniatum,Glechoma hederacea,Gleditsia triacanthos,Glyceria grandis,Glyceria striata,Glycine max,Gratiola neglecta,Hackelia virginiana,Helenium autumnale,Helianthus grosseserratus,Helianthus tuberosus,Heteranthera reniformis,Hibiscus laevis,Hibiscus lasiocarpus,Hibiscus moscheutos,Hibiscus trionum,Hierochloe odorata,Hordeum jubatum,Humulus lupulus,Hypericum mutilum,Hypericum perforatum,Hypericum sphaerocarpum,Ilex decidua,Impatiens capensis,Impatiens pallida,Ipomoea hederacea,Ipomoea lacunosa,Ipomoea pandurata,Iris shrevei,Iva annua,Juglans nigra,Juncus dudleyi,Juncus effusus,Juncus interior,Juncus nodosus,Juncus tenuis,Lactuca serriola,Laportea canadensis,Leersia oryzoides,Leersia virginica,Lemna minor,Lemna trisulca,Lemna valdiviana,Leonurus cardiaca,Lepidium campestre,Leptochloa fascicularis,Leucospora multifida,Limnobium spongia,Lindernia anagallidea,Lobelia siphilitica,Lonicera japonica,Ludwigia alternifolia,Ludwigia palustris,Ludwigia peploides,Ludwigia polycarpa,Lycopus americanus,Lycopus uniflorus,Lycopus virginicus,Lysimachia ciliata,Lysimachia nummularia,Lysimachia terrestris,Lythrum alatum,Lythrum salicaria,Medicago sativa,Melilotus alba,Melilotus officinalis,Menispermum canadense,Mentha arvensis,Mentha x gracilis,Mimulus alatus,Mimulus ringens,Moehringia lateriflora,Mollugo verticillata,Monarda fistulosa,Morus alba,Muhlenbergia frondosa,Myriophyllum heterophyllum,Nepeta cataria,Nuphar advena,Nuphar variegatum,Oenothera biennis,Oenothera pilosella,Onoclea sensibilis,Oxalis fontana,Oxalis stricta,Parietaria pensylvanica,Parthenocissus quinquefolia,Pastinaca sativa,Penstemon digitalis,Penthorum sedoides,Persicaria amphibium,Persicaria cespitosa,Persicaria coccinea,Persicaria hydropiper,Persicaria hydropiperoides,Persicaria lapathifolia,Persicaria pensylvanica,Persicaria punctata,Persicaria setacea,Persicaria vulgaris,Phalaris arundinacea,Phleum pratense,Phlox maculata,Phragmites australis,Phyla lanceolata,Physalis subglabrata,Physostegia virginiana,Phytolacca americana,Pilea pumila,Plantago rugelii,Poa compressa,Poa pratensis,Poa sylvestris,Polygonum aviculare,Polygonum neglectum,Polygonum ramosissimum,Populus deltoides,Portulaca oleracea,Potamogeton foliosus,Potamogeton nodosus,Potentilla norvegica,Potentilla simplex,Proserpinaca palustris,Prunella vulgaris,Prunus serotina,Pycnanthemum tenuifolium,Pycnanthemum virginianum,Quercus palustris,Ranunculus abortivus,Ranunculus longirostris,Ranunculus pensylvanicus,Ranunculus septentrionalis,Ratibida pinnata,Reynoutria japonica,Rhamnus cathartica,Ribes americanum,Ribes missouriense,Robinia pseudoacacia,Rorippa palustris,Rosa multiflora,Rosa setigera,Rotala ramosior,Rubus allegheniensis,Rubus occidentalis,Rubus pensilvanicus,Rudbeckia laciniata,Ruellia strepens,Rumex altissimus,Rumex crispus,Rumex verticillatus,Sagittaria latifolia,Salix interior,Salix nigra,Sambucus canadensis,Samolus parviflorus,Sanicula canadensis,Sanicula odorata,Schoenoplectus acutus,Schoenoplectus tabernaemontani,Scirpus atrovirens,Scirpus georgianus,Scutellaria lateriflora,Senecio glabellus,Senna marilandica,Setaria faberi,Setaria glauca,Setaria viridis,Sicyos angulatus,Sida spinosa,Silene nivea,Silphium integrifolium,Silphium laciniatum,Silphium perfoliatum,Smilax tamnoides,Solanum carolinense,Solanum dulcamara,Solidago altissima,Solidago gigantea,Solidago juncea,Sonchus arvensis,Sparganium eurycarpum,Spartina pectinata,Spermacoce glabra,Sphenopholis intermedia,Spiraea alba,Spirodela polyrhiza,Stachys hispida,Stachys pilosa,Stellaria media,Symphoricarpos orbiculatus,Taraxacum officinale,Taxodium distichum,Teucrium canadense,Thalictrum dasycarpum,Thalictrum revolutum,Thelypteris palustris,Toxicodendron radicans,Tracaulon sagittatum,Tradescantia ohiensis,Tragopogon pratensis,Tridens flavus,Trifolium pratense,Trifolium repens,Typha angustifolia,Typha latifolia,Ulmus americana,Ulmus rubra,Urtica gracilis,Utricularia gibba,Utricularia macrorhiza,Verbena hastata,Verbena urticifolia,Verbesina alternifolia,Vernonia fasciculata,Vernonia gigantea,Vernonia missurica,Veronica arvensis,Veronica peregrina,Viburnum recognitum,Viola sororia,Vitis cinerea,Vitis riparia,Vitis vulpina,Wolffia braziliensis,Wolffia columbiana,Wolffiella gladiata,Xanthium strumarium,Zea mays
172601W_3,172601W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011049724,0,0,0,0,0,0,0,0,0,0,0.019889503,0,0,0,0,0.057458564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010313076,0,0,0,0,0,0,0.054143646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015469613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158747698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022099448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268508287,0,0.025782689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006629834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019889503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319337017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173607W_3,173607W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007288925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001214821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047378012,0,0,0,0,0,0,0.012148208,0,0.006074104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006074104,0,0,0,0,0,0,0.027940879,0,0,0.024296416,0,0,0,0,0.409394614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006074104,0,0.129783357,0,0,0,0,0,0.017614902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304717554,0
001101W_4,001101W,4,0,0,0,0,0,0.001263424,0,0.018951358,0,0,0,0,0.001263424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006317119,0,0,0,0.012634239,0.001263424,0,0.007580543,0,0.001263424,0,0,0.007580543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45272689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029690461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001263424,0,0,0,0.054748368,0,0.018951358,0,0,0,0,0,0,0,0,0,0,0,0.006317119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112655296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027374184,0,0,0,0,0,0,0,0,0,0,0.001263424,0,0,0,0,0,0.025268478,0,0,0,0,0,0,0,0,0,0,0,0.001263424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027795325,0,0,0,0,0,0.001263424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011791956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001263424,0,0,0,0,0,0,0,0,0,0,0,0.006317119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012634239,0.03263845,0.092651084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001263424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02274163,0,0,0,0,0,0,0,0
001801W_4,001801W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05032724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284134507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010832769,0,0,0.009478673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100428797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025727827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059805913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016249154,0,0,0,0,0,0,0,0.001354096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250507786,0.163845633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027307606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005004W_4,005004W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818182,0,0,0,0,0,0,0,0,0,0,0,0,0.107878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612424242,0,0,0,0,0,0,0,0.001818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818182,0,0,0,0,0,0,0,0,0,0,0,0.140909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014803W_4,014803W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008049369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008049369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099275557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033807352,0,0,0,0,0,0,0,0.632143815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008049369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028172793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182452375
016001W_4,016001W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08863526,0,0,0,0,0,0,0,0,0,0.125546382,0,0,0.740650801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045167557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018001W_4,018001W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143564356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267326733,0.085808581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018201W_4,018201W,4,0,0.001478197,0,0,0,0,0,0,0,0,0,0,0.00886918,0,0,0,0,0,0,0,0,0.003449125,0.005912786,0,0,0,0.221483124,0,0,0,0,0.013303769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001478197,0,0,0.001478197,0,0,0,0,0,0.008130081,0,0,0,0,0,0,0,0,0,0,0,0.010347376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001478197,0,0,0,0,0,0,0,0.184528209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002956393,0,0,0,0,0,0,0,0,0,0,0,0.001478197,0,0.001478197,0,0,0,0,0.004927322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007390983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013303769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005173688,0,0,0,0,0,0,0,0,0.033013057,0,0,0,0,0,0,0,0,0.057649667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113821138,0,0,0,0,0,0,0,0,0,0,0,0.00443459,0,0,0,0,0,0,0,0,0,0,0.025375708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031042129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076866223,0,0,0,0,0,0.152993348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001478197,0,0,0,0,0.000246366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443459,0,0,0,0,0,0,0,0
018601W_4,018601W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104240766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086183311,0,0,0.084815321,0,0,0,0,0,0,0.367168263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001641587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255813953,0,0,0.100136799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018701W_4,018701W,4,0.00643915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017385705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071474565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457608929,0,0,0,0,0,0,0,0.40588109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
